,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,zipcode,lat,long
15685,2015-04-28,320000,3,2,1960,11931,1,No,No View,Average,7,1954,98118,47.5432,-122.272
15686,2014-08-01,320000,4,2,1100,11824,1,No,No View,Good,7,1954,98006,47.5704,-122.141
15687,2014-07-07,320000,3,2,2220,11646,1,No,No View,Average,7,1950,98028,47.7762,-122.27
15688,2015-01-08,320000,2,1,1802,11225,1,No,No View,Average,7,1961,98125,47.7205,-122.323
15689,2014-10-03,320000,4,2,1760,11180,1,No,No View,Good,8,1968,98059,47.4715,-122.118
15690,2014-11-13,320000,6,3,2410,10763,1,No,No View,Very Good,7,1957,98188,47.4429,-122.282
15691,2014-06-03,320000,3,2,1880,10758,1,No,No View,Very Good,6,1952,98059,47.5091,-122.144
15692,2014-07-07,320000,3,1,1120,10576,1,No,No View,Good,7,1969,98077,47.7575,-122.072
15693,2014-05-22,320000,3,2,1110,10500,1,No,No View,Very Good,7,1978,98045,47.4456,-121.773
15694,2015-01-07,320000,4,2,1710,10480,2,No,No View,Good,6,1969,98059,47.4743,-122.143
15695,2015-04-17,320000,4,2,2000,10374,2,No,Fair,Good,7,1967,98023,47.3342,-122.34
15696,2015-03-16,320000,3,2,1490,10132,1,No,No View,Good,6,1969,98059,47.4779,-122.145
15697,2014-06-25,320000,4,2,2000,10051,2,No,No View,Average,7,1997,98038,47.3625,-122.025
15698,2014-06-06,320000,3,2,1370,9900,1,No,No View,Good,7,1983,98003,47.2575,-122.312
15699,2014-07-14,320000,3,2,2000,9760,1,No,No View,Good,8,1978,98058,47.4417,-122.134
15700,2015-04-14,320000,4,2,2130,9653,1,No,No View,Average,7,1978,98031,47.4068,-122.175
15701,2015-04-01,320000,3,1,1260,9600,1,No,No View,Average,7,1970,98045,47.4444,-121.762
15702,2014-12-04,320000,3,1,1330,9540,1,No,No View,Good,7,1971,98077,47.758,-122.075
15703,2014-12-01,320000,4,2,1730,9520,1,No,No View,Good,7,1971,98059,47.4756,-122.157
15704,2014-06-04,320000,3,2,1650,9380,1,No,No View,Very Good,7,1978,98058,47.4525,-122.162
15705,2014-11-06,320000,4,3,2150,9163,1,No,No View,Average,8,1992,98003,47.266,-122.307
15706,2015-01-22,320000,3,2,1400,9087,1,No,No View,Average,7,1954,98133,47.7711,-122.34
15707,2014-07-16,320000,4,3,2610,9077,1,No,No View,Good,8,1987,98058,47.4612,-122.147
15708,2014-08-12,320000,4,2,2190,9020,2,No,No View,Average,8,1978,98032,47.3742,-122.284
15709,2014-10-01,320000,3,1,1400,9000,1,No,No View,Very Good,7,1959,98059,47.5022,-122.145
15710,2014-11-07,320000,3,1,1520,8870,2,No,No View,Good,7,1951,98155,47.7638,-122.317
15711,2015-01-12,320000,3,2,1250,8636,1,No,No View,Very Good,7,1968,98059,47.5066,-122.159
15712,2014-10-10,320000,5,2,2630,8625,2,No,No View,Average,8,1966,98032,47.3619,-122.287
15713,2015-04-24,320000,4,2,2020,8474,1,No,No View,Very Good,7,1962,98058,47.4579,-122.17
15714,2014-08-19,320000,4,2,2050,8424,2,No,No View,Good,8,1993,98022,47.196,-122.011
15715,2015-04-28,320000,2,1,850,8400,1,No,No View,Good,6,1941,98166,47.4696,-122.359
15716,2014-06-12,320000,2,1,1100,8281,1,No,No View,Good,7,1947,98155,47.7414,-122.315
15717,2014-12-29,320000,3,2,2320,7800,1,No,No View,Good,7,1960,98168,47.5141,-122.316
15718,2014-05-19,320000,3,2,2680,7757,2,No,No View,Average,8,1990,98023,47.2918,-122.346
15719,2015-04-15,320000,2,1,900,7620,1,No,No View,Average,7,1971,98106,47.5268,-122.343
15720,2015-04-22,320000,4,2,1550,7579,2,No,No View,Average,8,1993,98038,47.354,-122.047
15721,2014-07-07,320000,3,1,1560,7552,1,No,No View,Good,6,1948,98155,47.7552,-122.327
15722,2014-08-07,320000,4,3,2640,7500,1,No,No View,Average,8,1967,98023,47.3135,-122.369
15723,2015-01-06,320000,3,1,1230,7492,1,No,No View,Average,7,1955,98155,47.7633,-122.315
15724,2014-05-09,320000,4,2,2310,7490,2,No,No View,Average,8,1980,98055,47.4379,-122.192
15725,2014-06-23,320000,3,2,2280,7417,2,No,No View,Average,8,1998,98001,47.3557,-122.278
15726,2014-12-24,320000,3,1,1270,7400,1,No,Average,Good,7,1956,98056,47.4831,-122.191
15727,2015-04-06,320000,4,2,1820,7381,1,No,No View,Very Good,7,1962,98058,47.4567,-122.171
15728,2015-03-11,320000,3,2,1880,7350,1,No,No View,Average,8,1984,98058,47.4457,-122.123
15729,2015-05-06,320000,4,2,1920,7277,2,No,No View,Good,8,1990,98031,47.4058,-122.192
15730,2014-05-20,320000,3,2,1480,7225,1,No,No View,Good,7,1965,98056,47.513,-122.185
15731,2014-12-02,320000,4,1,1460,7200,2,No,No View,Good,7,1955,98155,47.7602,-122.306
15732,2014-11-07,320000,4,2,2190,7125,2,No,No View,Very Good,8,1978,98032,47.3709,-122.285
15733,2015-02-18,320000,0,2,1490,7111,2,No,No View,Average,7,1999,98065,47.5261,-121.826
15734,2015-03-16,320000,3,2,1650,7047,2,No,No View,Average,7,1994,98038,47.3826,-122.027
15735,2015-03-27,320000,4,2,1940,7040,2,No,No View,Average,8,1998,98092,47.2632,-122.209
15736,2014-10-28,320000,2,1,1210,7040,1,No,No View,Average,7,1952,98155,47.745,-122.297
15737,2014-08-12,320000,4,2,2070,7007,2,No,No View,Average,7,1996,98031,47.3968,-122.171
15738,2015-02-26,320000,5,3,2970,7000,1,No,No View,Average,8,1979,98023,47.3079,-122.341
15739,2014-05-10,320000,3,2,2130,6969,2,No,No View,Average,7,2003,98038,47.3655,-122.027
15740,2014-08-20,320000,3,1,1780,6840,2,No,No View,Good,6,1947,98125,47.727,-122.3
15741,2014-07-12,320000,4,2,2220,6811,1,No,No View,Good,7,1961,98056,47.5059,-122.193
15742,2015-01-13,320000,3,2,1580,6561,1,No,No View,Average,8,1981,98058,47.4394,-122.14
15743,2015-04-15,320000,4,2,2110,6295,2,No,No View,Average,8,2000,98030,47.3641,-122.193
15744,2014-10-21,320000,4,2,1660,6200,1,No,No View,Good,6,1948,98108,47.56,-122.316
15745,2015-03-25,320000,3,1,960,6180,1,No,No View,Good,6,1910,98118,47.5518,-122.279
15746,2014-08-16,320000,3,1,1330,5850,1,No,No View,Average,7,1954,98108,47.5498,-122.298
15747,2014-10-24,320000,2,1,1380,5820,1,No,No View,Average,7,1918,98117,47.6875,-122.392
15748,2014-10-20,320000,4,2,2223,5780,2,No,No View,Average,8,2010,98042,47.3586,-122.157
15749,2015-03-04,320000,2,1,820,5400,1,No,No View,Average,6,1940,98117,47.6976,-122.375
15750,2014-11-05,320000,2,1,1120,5329,1,No,Fair,Average,6,1929,98126,47.5421,-122.378
15751,2014-06-26,320000,2,1,950,5316,1,No,Average,Average,7,1948,98126,47.57,-122.38
15752,2015-04-07,320000,4,2,3130,5200,2,No,No View,Average,7,2005,98042,47.3828,-122.098
15753,2014-09-29,320000,2,1,710,5200,1,No,Average,Good,6,1942,98126,47.5376,-122.371
15754,2014-11-18,320000,3,1,1340,5175,1,No,No View,Average,7,1987,98133,47.7321,-122.34
15755,2014-06-17,320000,3,1,860,5060,2,No,No View,Average,7,1927,98133,47.7062,-122.341
15756,2014-06-19,320000,4,2,3490,5000,2,No,No View,Average,8,2003,98042,47.3772,-122.127
15757,2015-04-03,320000,3,1,1630,5000,1,No,No View,Average,7,1954,98108,47.5497,-122.295
15758,2015-01-13,320000,3,1,1060,5000,1,No,No View,Average,7,1958,98106,47.5294,-122.354
15759,2014-06-27,320000,4,2,2570,4865,2,No,No View,Average,8,2005,98038,47.3588,-122.038
15760,2014-09-17,320000,3,2,1680,4584,2,No,No View,Average,7,2003,98056,47.4794,-122.182
15761,2014-10-17,320000,4,2,1970,4558,2,No,No View,Average,8,2005,98038,47.3627,-122.04
15762,2015-02-24,320000,3,1,1190,4120,1,No,No View,Average,6,1929,98118,47.5513,-122.272
15763,2015-04-20,320000,2,1,950,4000,1,No,No View,Average,6,1910,98144,47.5728,-122.312
15764,2014-12-06,320000,2,1,1140,3834,2,No,No View,Average,6,1911,98126,47.5642,-122.378
15765,2014-10-06,320000,4,2,2300,3825,2,No,No View,Average,7,2012,98042,47.3594,-122.082
15766,2015-03-09,320000,3,2,1590,3480,2,No,No View,Average,7,2004,98056,47.4805,-122.178
15767,2014-10-22,320000,4,3,1820,3120,1,No,No View,Average,7,1997,98118,47.5468,-122.274
15768,2015-03-31,320000,4,3,1640,3000,1,No,No View,Average,7,1984,98118,47.5625,-122.283
15769,2015-04-29,320000,3,2,1530,2890,2,No,No View,Average,7,2001,98108,47.5434,-122.293
15770,2014-07-16,320000,3,2,1820,1855,2,No,No View,Average,8,2008,98166,47.4643,-122.346
15771,2014-11-25,320000,2,2,1550,1827,2,No,No View,Average,8,2008,98106,47.5394,-122.368
15772,2015-04-13,320000,3,2,1420,1716,2,No,No View,Average,7,2003,98155,47.7364,-122.295
15773,2014-06-03,320000,3,3,1530,1602,2,No,No View,Average,8,2013,98106,47.5555,-122.362
15774,2014-06-16,320000,3,2,1200,1400,3,No,No View,Average,8,2005,98133,47.7046,-122.357
15775,2014-07-08,320000,3,3,1450,1387,2,No,No View,Average,8,2013,98106,47.5556,-122.362
15776,2014-12-13,320000,3,2,1610,1356,2,No,No View,Average,8,2007,98106,47.5257,-122.361
15777,2014-11-18,320000,3,2,1240,1221,2,No,No View,Average,8,2009,98133,47.7073,-122.356
15778,2014-09-06,320000,2,2,1110,1200,3,No,No View,Average,8,2000,98103,47.6931,-122.342
15779,2014-12-11,320000,3,3,1480,1192,2,No,No View,Average,8,2013,98106,47.5556,-122.363
15780,2014-05-22,320000,3,2,998,844,2,No,No View,Average,7,2007,98117,47.6983,-122.367
15781,2014-07-25,319990,4,2,1890,10707,1,No,No View,Average,7,1962,98148,47.428,-122.326
15782,2014-10-14,319990,3,2,1840,7326,1,No,No View,Very Good,7,1979,98031,47.3958,-122.168
15783,2014-12-15,319990,4,2,2120,5293,2,No,No View,Average,7,2003,98031,47.4217,-122.201
15784,2015-05-12,319950,5,2,1710,11900,1,No,No View,Average,7,1958,98146,47.506,-122.365
15785,2014-09-16,319950,3,2,1980,9907,2,No,No View,Average,8,1991,98022,47.1903,-122.013
15786,2014-06-19,319950,2,1,920,8341,1,No,No View,Average,7,1939,98146,47.5015,-122.38
15787,2014-05-19,319950,4,2,2310,8045,1,No,No View,Good,7,1976,98058,47.4569,-122.165
15788,2014-07-22,319950,4,2,2038,7643,2,No,No View,Average,8,2011,98092,47.3296,-122.18
15789,2015-04-10,319950,3,2,2240,7500,2,No,No View,Average,8,1985,98092,47.265,-122.22
15790,2015-04-08,319950,4,2,2020,7200,2,No,No View,Good,6,1954,98065,47.5223,-121.818
15791,2015-03-02,319950,3,2,1700,7000,2,No,No View,Average,7,1996,98038,47.3798,-122.025
15792,2014-05-22,319950,2,1,1070,5824,1,No,Average,Very Good,7,1949,98178,47.507,-122.242
15793,2015-02-25,319950,2,1,1240,5500,2,No,No View,Average,6,1921,98118,47.5257,-122.263
15794,2014-10-15,319950,3,3,1510,1245,3,No,No View,Average,7,2007,98133,47.7293,-122.343
15795,2014-08-11,319950,2,2,1280,819,2,No,No View,Average,8,2006,98103,47.6905,-122.364
15796,2014-08-21,319900,3,2,1140,20383,1,No,No View,Average,7,1985,98045,47.4755,-121.758
15797,2015-03-12,319900,2,1,1380,9251,1,No,No View,Average,7,1940,98028,47.7486,-122.249
15798,2015-03-20,319900,3,2,2040,7580,2,No,Average,Average,8,1998,98092,47.2618,-122.209
15799,2014-07-31,319900,4,3,2475,4276,2,No,No View,Average,7,2014,98002,47.345,-122.21
15800,2014-08-05,319900,4,3,2475,4000,2,No,No View,Average,7,2014,98002,47.3452,-122.21
15801,2015-02-24,319502,3,2,1610,38707,1,No,No View,Average,7,1990,98010,47.3778,-122.001
15802,2015-02-11,319500,3,1,1190,8450,1,No,No View,Very Good,6,1961,98059,47.4807,-122.157
15803,2014-10-14,319500,4,3,2500,5100,2,No,No View,Good,7,1907,98108,47.523,-122.332
15804,2015-02-25,319500,4,2,2730,4962,2,No,No View,Average,8,2006,98002,47.3363,-122.216
15805,2014-11-05,319450,5,2,2250,5472,2,No,No View,Very Good,7,1930,98002,47.3065,-122.219
15806,2014-07-11,319000,3,2,1640,53400,1,No,No View,Good,7,1966,98070,47.3944,-122.506
15807,2014-09-25,319000,4,1,1730,36356,2,No,No View,Good,6,1954,98031,47.4135,-122.199
15808,2014-05-13,319000,3,1,1390,12823,1,No,No View,Good,7,1968,98077,47.7438,-122.075
15809,2015-01-21,319000,3,2,2010,10100,1,No,No View,Good,7,1964,98168,47.4738,-122.266
15810,2014-09-26,319000,3,2,1800,9597,1,No,Average,Average,7,1963,98188,47.4516,-122.267
15811,2014-12-19,319000,3,2,1640,9234,1,No,No View,Very Good,7,1967,98118,47.5162,-122.274
15812,2014-09-25,319000,3,1,960,8556,1,No,No View,Average,7,1971,98034,47.7245,-122.22
15813,2014-12-24,319000,3,2,1610,8544,2,No,No View,Very Good,7,1994,98038,47.3714,-122.054
15814,2015-03-16,319000,4,3,2360,8344,2,No,No View,Average,8,1990,98058,47.4403,-122.126
15815,2014-08-07,319000,4,2,1930,8336,2,No,No View,Average,8,1995,98031,47.4016,-122.166
15816,2014-08-20,319000,2,1,780,8271,1,No,No View,Good,6,1924,98115,47.7,-122.3
15817,2014-06-24,319000,4,2,2510,7992,1,No,No View,Average,8,1978,98032,47.3715,-122.285
15818,2014-11-21,319000,3,2,2110,7434,2,No,No View,Good,7,1978,98031,47.3935,-122.169
15819,2014-11-21,319000,4,2,2380,7400,1,No,No View,Good,8,1979,98042,47.3555,-122.149
15820,2014-12-06,319000,4,2,2390,7350,2,No,No View,Average,8,1990,98023,47.2938,-122.348
15821,2014-12-18,319000,2,1,750,6380,1,No,No View,Average,7,1949,98125,47.7033,-122.308
15822,2015-01-09,319000,4,2,2020,5100,2,No,No View,Average,7,2010,98023,47.2822,-122.357
15823,2014-07-28,319000,2,1,960,4400,1,No,No View,Good,7,1951,98118,47.5269,-122.264
15824,2015-02-17,319000,3,2,1220,2980,2,No,No View,Average,7,1986,98034,47.7151,-122.203
15825,2014-07-11,319000,3,2,1480,1722,3,No,No View,Average,7,2007,98125,47.728,-122.292
15826,2015-04-21,319000,2,2,1090,847,3,No,No View,Average,8,2009,98133,47.7235,-122.352
15827,2014-05-21,318989,4,2,2000,9000,1,No,No View,Good,8,1978,98023,47.3125,-122.387
15828,2014-10-13,318888,4,2,2320,12000,1,No,No View,Good,8,1973,98032,47.3644,-122.28
15829,2014-11-12,318700,4,2,2770,19116,1,No,No View,Good,8,1961,98003,47.3386,-122.319
15830,2014-07-16,318500,4,2,1780,7350,1,No,No View,Very Good,7,1974,98058,47.4562,-122.158
15831,2014-09-20,318500,5,2,1550,6986,1,No,No View,Average,7,1978,98106,47.5503,-122.356
15832,2014-07-24,318400,4,2,1820,6916,2,No,No View,Average,7,1994,98038,47.3862,-122.029
15833,2015-04-02,318200,3,2,1990,3644,2,No,No View,Average,7,2010,98038,47.3531,-122.017
15834,2014-10-10,318000,3,1,1250,20040,1,No,No View,Average,7,1970,98072,47.7514,-122.108
15835,2015-02-10,318000,3,2,1690,12662,1,No,No View,Very Good,7,1982,98178,47.4972,-122.264
15836,2015-01-30,318000,3,2,1570,12506,1,No,No View,Good,8,1959,98003,47.3365,-122.319
15837,2014-07-31,318000,5,2,2820,9956,1,No,No View,Good,7,1967,98168,47.4715,-122.33
15838,2014-09-03,318000,3,2,1410,8909,2,No,Average,Average,7,1988,98198,47.3983,-122.31
15839,2014-08-08,318000,3,1,1010,7200,1,No,No View,Very Good,6,1948,98155,47.7601,-122.307
15840,2014-11-17,318000,4,2,2180,7000,1,No,No View,Average,8,1969,98055,47.4651,-122.192
15841,2014-10-10,318000,3,2,1250,1017,3,No,No View,Average,8,2008,98133,47.7099,-122.333
15842,2015-02-13,318000,3,2,1240,983,3,No,No View,Average,8,2009,98133,47.7235,-122.353
15843,2014-09-16,317950,3,2,1980,4500,2,No,No View,Average,7,2012,98042,47.3671,-122.113
15844,2014-08-28,317750,3,2,1980,4500,2,No,No View,Average,7,2012,98042,47.3682,-122.117
15845,2014-11-20,317625,3,3,2770,3809,2,No,No View,Very Good,7,1925,98144,47.5747,-122.304
15846,2014-08-11,317500,4,2,2150,9000,1,No,No View,Good,7,1979,98059,47.4785,-122.16
15847,2014-12-22,317500,2,2,1220,8409,1,No,No View,Good,6,1948,98155,47.7534,-122.324
15848,2015-03-12,317500,6,2,2540,8400,1,No,No View,Average,8,1977,98058,47.4414,-122.129
15849,2015-01-05,317500,4,2,1730,7700,1,No,No View,Good,7,1963,98059,47.4996,-122.163
15850,2015-03-12,317500,4,2,2233,6025,2,No,No View,Average,7,2012,98001,47.2599,-122.256
15851,2014-09-23,317500,2,1,1000,5120,1,No,No View,Average,6,1902,98122,47.6088,-122.307
15852,2014-05-16,317000,3,2,1760,11410,1,No,No View,Very Good,7,1977,98058,47.4528,-122.163
15853,2014-06-24,317000,5,2,2360,11375,1,No,No View,Good,7,1962,98178,47.4875,-122.255
15854,2015-03-15,317000,3,1,1270,8925,1,No,No View,Very Good,7,1955,98056,47.5124,-122.165
15855,2014-06-11,317000,3,1,1160,8813,1,No,No View,Average,7,1952,98125,47.7257,-122.329
15856,2015-03-11,317000,3,2,1390,8300,1,No,No View,Good,7,1974,98019,47.7383,-121.983
15857,2014-07-25,317000,3,2,1790,8228,1,No,No View,Average,7,1980,98058,47.4658,-122.172
15858,2015-02-04,317000,4,2,2160,8049,2,No,No View,Average,9,1988,98001,47.3337,-122.26
15859,2014-08-05,317000,3,2,1530,7650,1,No,No View,Good,8,1977,98058,47.4435,-122.128
15860,2015-02-26,317000,3,2,2100,7587,2,No,No View,Average,9,1990,98023,47.3072,-122.391
15861,2014-10-22,317000,3,2,2020,7260,2,No,No View,Average,7,1926,98108,47.5496,-122.311
15862,2014-09-03,317000,6,4,2120,5840,2,No,No View,Very Good,7,1979,98055,47.4788,-122.227
15863,2015-01-05,317000,3,2,1060,5750,1,No,No View,Fair- Badly worn,7,1981,98126,47.5532,-122.372
15864,2014-06-04,317000,3,1,1010,5400,1,No,No View,Average,6,1959,98144,47.5746,-122.293
15865,2014-05-14,317000,3,2,1840,5011,2,No,No View,Average,8,2012,98038,47.3555,-122.054
15866,2014-08-26,317000,3,2,1358,1204,3,No,No View,Average,7,2007,98133,47.7054,-122.346
15867,2014-07-15,316750,3,2,1256,1154,3,No,No View,Average,7,2005,98125,47.7146,-122.311
15868,2014-09-02,316500,3,2,1600,14250,1,No,No View,Average,7,1979,98023,47.3272,-122.355
15869,2014-05-15,316500,4,2,2150,6807,2,No,No View,Good,8,1991,98031,47.4053,-122.189
15870,2015-04-08,316500,3,2,1460,6360,1,No,Average,Average,7,1979,98106,47.5311,-122.353
15871,2015-03-05,316500,3,2,1770,3873,2,No,No View,Average,7,2005,98058,47.4648,-122.144
15872,2015-04-29,316475,4,2,1740,4642,2,No,No View,Average,7,2012,98042,47.3686,-122.117
15873,2015-02-23,316000,1,2,1780,188465,2,No,No View,Average,10,2001,98045,47.4506,-121.768
15874,2014-11-03,316000,3,2,1120,98445,2,No,Average,Good,7,1917,98022,47.1853,-122.017
15875,2015-05-08,316000,4,2,2120,46173,2,No,No View,Average,7,1974,98053,47.6503,-121.968
15876,2014-08-20,316000,3,1,1270,10092,1,No,No View,Very Good,7,1971,98077,47.7567,-122.073
15877,2014-06-02,316000,3,2,2130,8721,1,No,No View,Average,8,1987,98031,47.4202,-122.204
15878,2015-04-06,316000,3,2,2550,8170,2,No,No View,Average,8,1985,98023,47.311,-122.345
15879,2014-09-26,316000,3,1,1010,7838,1,No,No View,Good,6,1977,98019,47.7422,-121.981
15880,2014-08-12,316000,3,2,1900,7479,2,No,No View,Good,7,1992,98038,47.3495,-122.037
15881,2014-09-22,316000,4,2,2320,7379,2,No,No View,Average,8,1987,98003,47.3432,-122.316
15882,2014-05-14,316000,4,2,2010,7226,2,No,No View,Average,8,1995,98092,47.2588,-122.21
15883,2014-08-25,316000,3,1,1130,7200,2,No,No View,Good,6,1942,98133,47.7298,-122.355
15884,2014-07-31,316000,2,1,730,5040,1,No,No View,Average,6,1927,98126,47.5387,-122.374
15885,2014-08-01,316000,5,2,2600,4641,2,No,No View,Average,7,2005,98058,47.4325,-122.146
15886,2015-01-20,316000,3,2,1490,4078,2,No,No View,Average,8,1998,98059,47.4915,-122.155
15887,2015-02-11,316000,2,2,860,3000,1,No,No View,Average,6,1906,98118,47.5633,-122.288
15888,2015-01-26,315500,3,1,1300,12600,1,No,No View,Good,7,1969,98072,47.7422,-122.1
15889,2014-09-30,315500,3,1,1160,10500,1,No,No View,Good,7,1966,98034,47.7267,-122.227
15890,2015-03-10,315500,3,2,1160,10079,1,No,No View,Average,7,1986,98019,47.7341,-121.976
15891,2014-08-26,315500,3,2,1870,8400,1,No,No View,Average,7,1977,98058,47.454,-122.164
15892,2014-10-15,315450,3,2,1130,7500,2,No,No View,Good,7,1908,98108,47.5254,-122.318
15893,2014-05-12,315275,3,2,1440,8040,1,No,No View,Average,7,1951,98125,47.7128,-122.306
15894,2015-03-10,315001,3,2,1500,10230,1,No,No View,Fair- Badly worn,7,1968,98058,47.4349,-122.168
15895,2015-04-08,315000,3,1,1170,62290,2,No,No View,Average,5,1986,98045,47.5104,-121.787
15896,2014-07-11,315000,3,2,1660,37642,1,No,No View,Good,7,1991,98022,47.2559,-122.007
15897,2014-05-20,315000,3,2,1400,31626,1,No,No View,Fair- Badly worn,7,1987,98092,47.3029,-122.069
15898,2015-01-21,315000,2,1,970,18557,1,No,No View,Average,6,1939,98146,47.5116,-122.37
15899,2014-09-23,315000,4,3,2300,18360,1,No,No View,Good,7,1979,98058,47.4518,-122.16
15900,2015-04-09,315000,6,2,1750,17685,1,No,No View,Good,5,1943,98056,47.5096,-122.178
15901,2014-09-17,315000,3,2,1540,17424,2,No,No View,Average,7,1992,98045,47.4429,-121.759
15902,2015-02-09,315000,3,2,1410,15134,1,No,No View,Average,7,1980,98014,47.6931,-121.921
15903,2015-02-19,315000,3,3,1780,15114,1,No,No View,Average,7,1980,98003,47.258,-122.305
15904,2015-04-29,315000,5,2,1850,14800,2,No,No View,Average,6,1937,98168,47.4935,-122.321
15905,2014-11-13,315000,2,1,2080,14659,1,No,No View,Average,7,1960,98178,47.4858,-122.231
15906,2015-04-02,315000,3,2,1220,14645,1,No,No View,Average,6,1970,98059,47.4842,-122.117
15907,2015-01-26,315000,3,1,1900,14400,1,No,No View,Good,7,1954,98166,47.4147,-122.337
15908,2014-10-27,315000,3,2,1340,12800,1,No,No View,Average,7,1981,98058,47.4437,-122.137
15909,2014-06-06,315000,3,2,1750,12500,1,No,No View,Average,7,1954,98024,47.5666,-121.902
15910,2014-12-10,315000,3,2,1010,12000,1,No,No View,Good,7,1977,98011,47.77,-122.207
15911,2015-02-11,315000,3,2,1580,11455,1,No,No View,Good,7,1974,98059,47.4756,-122.147
15912,2014-11-18,315000,3,2,1660,11135,1,No,No View,Average,8,1971,98045,47.4897,-121.787
15913,2015-03-04,315000,5,3,2110,10766,2,No,No View,Average,7,2005,98030,47.3599,-122.176
15914,2014-07-24,315000,3,2,1660,10763,2,No,No View,Average,7,1994,98038,47.3812,-122.029
15915,2014-10-01,315000,4,2,2180,10754,1,No,No View,Very Good,7,1954,98133,47.7711,-122.341
15916,2015-02-17,315000,3,2,1890,10661,1,No,No View,Very Good,7,1978,98038,47.3583,-122.056
